snapped_at,price,market_cap,total_volume
2024-11-29 00:00:00 UTC,6.512709126014327,2173806562.4696655,571054978.9056152
2024-11-30 00:00:00 UTC,6.512709126014327,2173806562.4696655,571054978.9056152
2024-12-01 00:00:00 UTC,8.644603573199845,2886084649.1188464,359092154.4383894
2024-12-02 00:00:00 UTC,9.459223086748034,3158260665.6317434,321680476.00677305
2024-12-03 00:00:00 UTC,8.43020480298621,2729975838.5798764,281173012.31597817
2024-12-04 00:00:00 UTC,11.16858001247626,3730202980.6599746,222527019.40944338
2024-12-05 00:00:00 UTC,10.927396907589728,3650936816.9844956,296923048.011427
2024-12-06 00:00:00 UTC,12.59259618742528,4200575474.3698063,266610976.36697313
2024-12-07 00:00:00 UTC,13.824764093589229,4615457707.046195,178102706.70258743
2024-12-08 00:00:00 UTC,14.148295136918554,4724718267.26258,158490524.7496711
2024-12-09 00:00:00 UTC,14.188638965497068,4731615499.018337,119117878.63711073
2024-12-10 00:00:00 UTC,13.390810695266785,4468347257.659359,235681437.49084866
2024-12-11 00:00:00 UTC,13.878510532121165,4634300467.501319,186366878.51401043
2024-12-12 00:00:00 UTC,16.160291494319157,5396583949.176273,174346680.7190888
2024-12-13 00:00:00 UTC,18.32086197907653,6115803355.084299,250978998.95148337
2024-12-14 00:00:00 UTC,19.445355374548534,6490275582.657569,180130571.20551145
2024-12-15 00:00:00 UTC,24.278950866911032,8109348047.466743,349984547.21015304
2024-12-16 00:00:00 UTC,24.06784264061239,8029279711.218239,379419833.5940492
2024-12-17 00:00:00 UTC,27.451297316399142,9175188173.30223,355065778.340578
2024-12-18 00:00:00 UTC,25.590526995880662,8551270284.749947,423557573.4351762
2024-12-19 00:00:00 UTC,23.166825060814343,7696140208.241728,21476443.70794218
2024-12-20 00:00:00 UTC,25.041541157512242,8360684632.158544,31290078.042403825
2024-12-21 00:00:00 UTC,29.960485436304847,10001580339.632174,564870900.2180753
2024-12-22 00:00:00 UTC,32.40674492071673,10813688145.447886,499981446.5609012
2024-12-23 00:00:00 UTC,28.218793897378536,9426569751.713112,505311555.914646
2024-12-24 00:00:00 UTC,28.312352202537458,9511600140.877136,673828370.6487273
2024-12-25 00:00:00 UTC,29.823925491530062,9953518995.125809,393597313.3265297
2024-12-26 00:00:00 UTC,26.788314746069965,8996747295.622519,35250235.5145414
2024-12-27 00:00:00 UTC,26.867640925078334,8953970195.781223,322296149.05537236
2024-12-28 00:00:00 UTC,27.086010481716727,9046492812.613054,227856208.0691344
2024-12-29 00:00:00 UTC,29.152346646591603,9738105193.22308,173885217.5690188
2024-12-30 00:00:00 UTC,27.60284480576535,9189607535.170898,144248943.2276687
2024-12-31 00:00:00 UTC,26.919616779779485,8983173525.355417,193369011.3492814
2025-01-01 00:00:00 UTC,24.12474358313879,7875987022.647723,21850372.300109155
2025-01-02 00:00:00 UTC,26.194213852135658,8693794980.406246,179166476.19046482
2025-01-03 00:00:00 UTC,23.146733100850973,7729346457.312921,211081781.47049454
2025-01-04 00:00:00 UTC,24.355707393428627,8100007848.075042,228764706.55476388
2025-01-05 00:00:00 UTC,24.863713285527787,8304082393.71853,122630938.01955464
2025-01-06 00:00:00 UTC,24.3822689493983,8142859906.100961,101475459.5422009
2025-01-07 00:00:00 UTC,25.351379930173476,8475479909.359288,17434105.047893472
2025-01-08 00:00:00 UTC,23.69707632091783,7907614002.3698635,167827016.32060218
2025-01-09 00:00:00 UTC,22.651860775079726,7569253176.542421,294179154.2920612
2025-01-10 00:00:00 UTC,20.32366713779088,6757337583.725246,332331909.770443
2025-01-11 00:00:00 UTC,20.86081863144586,6964223856.351166,213402924.51142138
2025-01-12 00:00:00 UTC,20.850967475949265,6972495581.812015,109556005.57735306
2025-01-13 00:00:00 UTC,21.16384214221906,7067985906.393561,97223681.54298571
2025-01-14 00:00:00 UTC,21.66663188617453,7234181591.644206,263196897.35525447
2025-01-15 00:00:00 UTC,23.00074996831128,7671314507.789934,198552319.19159925
2025-01-16 00:00:00 UTC,24.24830092223233,8062169798.779484,193674853.20571384
2025-01-17 00:00:00 UTC,23.571836734647334,7866989167.941243,147532583.3349906
2025-01-18 00:00:00 UTC,23.128838172193063,7729804893.572777,142453817.20955205
2025-01-19 00:00:00 UTC,21.700576230503504,7242591162.346675,350684772.27003896
2025-01-20 00:00:00 UTC,20.309248811204178,6739046616.49494,459499273.0582787
2025-01-21 00:00:00 UTC,20.452264083386375,6837562921.855584,320293507.3851742
2025-01-22 00:00:00 UTC,23.088173375878227,7709264739.967156,276743222.88371843
2025-01-23 00:00:00 UTC,24.32216600898521,8126876199.413329,209690036.22094807
2025-01-24 00:00:00 UTC,22.162003466310143,7420863115.724105,311813730.10118645
2025-01-25 00:00:00 UTC,22.807534212004068,7612841078.958893,191788777.93677106
2025-01-26 00:00:00 UTC,23.236342767568345,7759269650.230259,108092529.69850455
2025-01-27 00:00:00 UTC,22.148632733884593,7477113568.85257,120398484.7431044
2025-01-28 00:00:00 UTC,23.155694262646712,7739419857.781204,291371097.2213407
2025-01-29 00:00:00 UTC,22.071717599117154,7367023826.103899,186991050.67393154
2025-01-30 00:00:00 UTC,23.74410626301079,7928269206.975819,153680103.01675946
2025-01-31 00:00:00 UTC,27.68872825548394,9247793472.883097,289012806.6880538
2025-02-01 00:00:00 UTC,26.90772719520058,8981405540.541336,238342636.98962077
2025-02-02 00:00:00 UTC,23.65299411298062,7851550832.803152,267509844.5193558
2025-02-03 00:00:00 UTC,22.169205122636715,7389591712.890885,352471357.48070836
2025-02-04 00:00:00 UTC,25.12064644668724,8388074523.922217,602506838.4210676
2025-02-05 00:00:00 UTC,25.168849905387297,8386846972.336958,323220923.87059504
2025-02-06 00:00:00 UTC,24.67081850626999,8222612710.892021,242511718.04069075
2025-02-07 00:00:00 UTC,23.81687953438349,7959692681.318154,207427027.82822615
2025-02-08 00:00:00 UTC,22.81081829757962,7638607027.426928,227162775.7565592
2025-02-09 00:00:00 UTC,23.51742827761717,7858108023.870899,102883084.15828569
2025-02-10 00:00:00 UTC,23.02262302865193,7685923877.677647,89376358.2439027
2025-02-11 00:00:00 UTC,23.320350814238573,7788804172.036937,115290283.72804213
2025-02-12 00:00:00 UTC,23.52689837934851,7838912405.421504,27172768.819816045
2025-02-13 00:00:00 UTC,25.795592647726117,8611087785.628925,175995966.214808
2025-02-14 00:00:00 UTC,26.193812748277757,8746612730.7088,152104844.16733932
2025-02-15 00:00:00 UTC,26.223694108063263,8756034969.63729,220856780.77137607
2025-02-16 00:00:00 UTC,25.625364645493548,8561554463.864622,117214059.78522566
2025-02-17 00:00:00 UTC,26.79398768644809,8958462680.857685,78905864.55947077
2025-02-18 00:00:00 UTC,25.376090578779202,8473423968.09833,140076030.33614385
2025-02-19 00:00:00 UTC,23.85645508708913,7964312185.370388,448207754.86535364
2025-02-20 00:00:00 UTC,24.057854172588787,8032981735.989584,183206358.16265598
2025-02-21 00:00:00 UTC,24.45202107189114,8166336687.270739,161902501.39599675
2025-02-22 00:00:00 UTC,24.930953890937285,8320685556.195062,261930905.6462158
2025-02-23 00:00:00 UTC,24.856359136711028,8305378255.568721,90444821.65327065
2025-02-24 00:00:00 UTC,23.208752138405707,7743870888.623784,41765614.826342255
2025-02-25 00:00:00 UTC,19.999034943285917,6711479722.01853,361640826.7938361
2025-02-26 00:00:00 UTC,20.32798229810367,6741552983.327639,542971471.8359038
2025-02-27 00:00:00 UTC,19.51149315130092,6497901033.935915,303340851.5225169
2025-02-28 00:00:00 UTC,20.87156176224923,6971077645.834283,213870799.6845539
2025-03-01 00:00:00 UTC,20.08606445738307,6701487792.350246,259392798.88027105
2025-03-02 00:00:00 UTC,19.58051085474099,6517379980.971223,111924086.55949467
2025-03-03 00:00:00 UTC,20.468138711858717,6838787012.640406,250438997.9907794
2025-03-04 00:00:00 UTC,17.81747200192514,5949984252.099796,271933079.5632609
2025-03-05 00:00:00 UTC,17.295991529096916,5794235199.925672,354916677.2960867
2025-03-06 00:00:00 UTC,17.206118282223166,5748692749.778872,161634952.813038
2025-03-07 00:00:00 UTC,15.37829397319139,5134874847.485564,172605192.84673613
2025-03-08 00:00:00 UTC,15.055792459281998,5026611466.572767,185623848.83437595
2025-03-09 00:00:00 UTC,15.110432071801485,5042352152.82967,69835770.25429566
2025-03-10 00:00:00 UTC,14.419382276937826,4813693172.477075,111983075.90761574
2025-03-11 00:00:00 UTC,13.617100288686869,4548014795.35491,179903724.89113116
2025-03-12 00:00:00 UTC,13.742968094991149,4587627594.005758,170879424.71364945
2025-03-13 00:00:00 UTC,13.26425508021385,4425404150.247651,189428351.2507543
2025-03-14 00:00:00 UTC,12.34533444169747,4121901542.1294885,153709354.0477425
2025-03-15 00:00:00 UTC,13.74981264239658,4596182257.765503,127189591.97994795
2025-03-16 00:00:00 UTC,14.34539983209498,4790213127.945277,56020597.48275557
2025-03-17 00:00:00 UTC,12.995272913734969,4336985632.885023,64271484.74673316
2025-03-18 00:00:00 UTC,13.253747189035662,4425191366.694008,65516493.50476974
2025-03-19 00:00:00 UTC,14.218260455946519,4729783027.703309,60592045.961952925
2025-03-20 00:00:00 UTC,15.586973781086364,5209322498.348842,141064585.17378742
2025-03-21 00:00:00 UTC,14.19887122646534,4741667522.788683,98910787.02662505
2025-03-22 00:00:00 UTC,15.815473141010928,5283013404.117717,99092853.00752912
2025-03-23 00:00:00 UTC,15.56412915937804,5195415501.905264,72944089.76939265
2025-03-24 00:00:00 UTC,16.294290472239876,5415863327.73744,60516273.12649455
2025-03-25 00:00:00 UTC,16.631716316471763,5536146622.357275,48963573.162731655
2025-03-26 00:00:00 UTC,16.049097519943412,5346221635.479351,83026510.70376995
2025-03-27 00:00:00 UTC,14.113300591926322,4666297873.827997,465126028.4897214
2025-03-28 00:00:00 UTC,14.71357597432851,4917655982.886403,101609385.57627538
2025-03-29 00:00:00 UTC,13.373194307203732,4461377487.728142,92386387.64998469
2025-03-30 00:00:00 UTC,12.805729928775781,4273327346.264315,67901793.2493324
2025-03-31 00:00:00 UTC,12.445654251313842,4148782826.9325495,45774544.43929523
2025-04-01 00:00:00 UTC,12.973976601665862,4331540846.673112,80155144.18128245
2025-04-02 00:00:00 UTC,13.32379333001858,4450435635.761721,78008049.71788557
2025-04-03 00:00:00 UTC,11.831829282757296,3956933407.11672,148214342.24398166
2025-04-04 00:00:00 UTC,11.716571163476129,3914569479.8838663,145931654.69942883
2025-04-05 00:00:00 UTC,11.92185519279805,3983892134.680031,138518504.94032514
2025-04-06 00:00:00 UTC,12.036328687311322,4005621236.123841,45833289.54655076
2025-04-07 00:00:00 UTC,10.266673167014481,3423640498.0488772,120337589.86990476
2025-04-08 00:00:00 UTC,11.490222096748646,3866433167.242306,259956750.8914133
2025-04-09 00:00:00 UTC,11.202465615470969,3732457388.6689825,162005943.31540552
2025-04-10 00:00:00 UTC,13.580673620966742,4545330567.730269,277477986.3279585
2025-04-11 00:00:00 UTC,14.341904993429681,4790095709.691979,156349359.24653733
2025-04-12 00:00:00 UTC,15.72599692953682,5246914640.273385,156137889.65600106
2025-04-13 00:00:00 UTC,16.335032494342173,5457238489.56513,126925830.8959783
2025-04-14 00:00:00 UTC,15.362707868082566,5129502738.733302,134704226.81069797
2025-04-15 00:00:00 UTC,15.759650279837938,5264584924.100318,121261643.59829655
2025-04-16 00:00:00 UTC,15.109160002754049,5043021570.683986,108903539.91067557
2025-04-17 00:00:00 UTC,15.774369820846301,5272990223.456046,135898154.4268248
2025-04-18 00:00:00 UTC,17.113959293669943,5714151890.507161,164140451.28919005
2025-04-19 00:00:00 UTC,17.055850786210037,5695623173.375751,112151898.91657676
2025-04-20 00:00:00 UTC,18.017600120771103,6011618519.450728,108707298.7249979
2025-04-21 00:00:00 UTC,17.50133761035694,5839274569.308168,82642610.83478636
2025-04-22 00:00:00 UTC,18.13819355377218,6054778862.999987,132954305.55177504
2025-04-23 00:00:00 UTC,19.14763801250356,6394249718.806315,140657174.06748635
2025-04-24 00:00:00 UTC,18.398380876213203,6142993085.865414,156806717.32966608
2025-04-25 00:00:00 UTC,18.73693076506098,6261194211.240814,107767997.19693585
2025-04-26 00:00:00 UTC,18.398625225194507,6143976162.173126,103425665.18810067
2025-04-27 00:00:00 UTC,17.970132051640412,6002025534.778401,75584333.42820008
2025-04-28 00:00:00 UTC,17.46934632295934,5832813694.041078,65969961.680835605
2025-04-29 00:00:00 UTC,18.317004818334294,6113946177.70937,127095976.29380217
2025-04-30 00:00:00 UTC,18.523584727048878,6172575415.163493,121700926.227493
2025-05-01 00:00:00 UTC,19.97358851360065,6669093698.975289,126946486.04628111
2025-05-02 00:00:00 UTC,19.938196512549435,6658050086.86778,185706825.46654797
2025-05-03 00:00:00 UTC,20.765487965359863,6933272149.966847,119865095.61039066
2025-05-04 00:00:00 UTC,21.053277627522718,7030500902.431028,84877543.09605294
2025-05-05 00:00:00 UTC,19.82126255832817,6617000552.038533,78347939.35772102
2025-05-06 00:00:00 UTC,20.291206627491583,6773627647.801914,96779308.70062993
2025-05-07 00:00:00 UTC,20.993991169160616,7016129459.917115,123249933.63125703
2025-05-08 00:00:00 UTC,21.04119634664567,7027777221.520977,97658267.13369241
2025-05-09 00:00:00 UTC,23.23208312250106,7749149492.658948,215487859.5865357
2025-05-10 00:00:00 UTC,24.732218060200964,8301600492.85913,251086638.39144316
2025-05-11 00:00:00 UTC,26.094998286198674,8709061616.950268,145636437.81416577
2025-05-12 00:00:00 UTC,24.873025270358454,8304814584.903163,200447225.67157948
2025-05-13 00:00:00 UTC,24.903551350560527,8316090296.437775,207263342.63909987
2025-05-14 00:00:00 UTC,25.859956038212943,8633549490.33034,173788591.774739
2025-05-15 00:00:00 UTC,25.176002334199495,8406989644.10033,133689117.34186831
2025-05-16 00:00:00 UTC,26.089948335328526,8712423142.914597,160546088.7078664
2025-05-17 00:00:00 UTC,26.85787148802181,8968875776.048248,202805001.10002863
2025-05-18 00:00:00 UTC,25.84904488584187,8632491399.611498,151736746.33139646
2025-05-19 00:00:00 UTC,26.932859341033545,8981819172.49508,143626840.91683182
2025-05-20 00:00:00 UTC,26.566692733802547,8871852059.324078,201077826.36681417
2025-05-21 00:00:00 UTC,26.49650724473135,8843566136.541882,133574204.31429914
